lat,lon,heading,filename,status,source
26.396308,-121.848974,270,,ZERO_RESULTS,metadata
26.396308,-120.848974,0,,ZERO_RESULTS,metadata
26.396308,-120.848974,90,,ZERO_RESULTS,metadata
26.396308,-120.848974,180,,ZERO_RESULTS,metadata
26.396308,-120.848974,270,,ZERO_RESULTS,metadata
26.396308,-119.848974,0,,ZERO_RESULTS,metadata
26.396308,-119.848974,90,,ZERO_RESULTS,metadata
26.396308,-119.848974,180,,ZERO_RESULTS,metadata
26.396308,-119.848974,270,,ZERO_RESULTS,metadata
26.396308,-118.848974,0,,ZERO_RESULTS,metadata
26.396308,-118.848974,90,,ZERO_RESULTS,metadata
26.396308,-118.848974,180,,ZERO_RESULTS,metadata
26.396308,-118.848974,270,,ZERO_RESULTS,metadata
26.396308,-117.848974,0,,ZERO_RESULTS,metadata
26.396308,-117.848974,90,,ZERO_RESULTS,metadata
26.396308,-117.848974,180,,ZERO_RESULTS,metadata
26.396308,-117.848974,270,,ZERO_RESULTS,metadata
26.396308,-116.848974,0,,ZERO_RESULTS,metadata
26.396308,-116.848974,90,,ZERO_RESULTS,metadata
26.396308,-116.848974,180,,ZERO_RESULTS,metadata
26.396308,-116.848974,270,,ZERO_RESULTS,metadata
26.396308,-115.848974,0,,ZERO_RESULTS,metadata
26.396308,-115.848974,90,,ZERO_RESULTS,metadata
26.396308,-115.848974,180,,ZERO_RESULTS,metadata
26.396308,-115.848974,270,,ZERO_RESULTS,metadata
26.396308,-114.848974,0,,ZERO_RESULTS,metadata
26.396308,-114.848974,90,,ZERO_RESULTS,metadata
26.396308,-114.848974,180,,ZERO_RESULTS,metadata
26.396308,-114.848974,270,,ZERO_RESULTS,metadata
26.396308,-113.848974,0,,ZERO_RESULTS,metadata
26.396308,-113.848974,90,,ZERO_RESULTS,metadata
26.396308,-113.848974,180,,ZERO_RESULTS,metadata
26.396308,-113.848974,270,,ZERO_RESULTS,metadata
26.396308,-112.848974,0,,ZERO_RESULTS,metadata
26.396308,-112.848974,90,,ZERO_RESULTS,metadata
26.396308,-112.848974,180,,ZERO_RESULTS,metadata
26.396308,-112.848974,270,,ZERO_RESULTS,metadata
26.396308,-111.848974,0,,ZERO_RESULTS,metadata
26.396308,-111.848974,90,,ZERO_RESULTS,metadata
26.396308,-111.848974,180,,ZERO_RESULTS,metadata
26.396308,-111.848974,270,,ZERO_RESULTS,metadata
26.396308,-110.848974,0,,ZERO_RESULTS,metadata
26.396308,-110.848974,90,,ZERO_RESULTS,metadata
26.396308,-110.848974,180,,ZERO_RESULTS,metadata
26.396308,-110.848974,270,,ZERO_RESULTS,metadata
26.396308,-109.848974,0,,ZERO_RESULTS,metadata
26.396308,-109.848974,90,,ZERO_RESULTS,metadata
26.396308,-109.848974,180,,ZERO_RESULTS,metadata
26.396308,-109.848974,270,,ZERO_RESULTS,metadata
26.396308,-108.848974,0,,ZERO_RESULTS,metadata
26.396308,-108.848974,90,,ZERO_RESULTS,metadata
26.396308,-108.848974,180,,ZERO_RESULTS,metadata
26.396308,-108.848974,270,,ZERO_RESULTS,metadata
26.396308,-107.848974,0,,ZERO_RESULTS,metadata
26.396308,-107.848974,90,,ZERO_RESULTS,metadata
26.396308,-107.848974,180,,ZERO_RESULTS,metadata
26.396308,-107.848974,270,,ZERO_RESULTS,metadata
26.396308,-106.848974,0,,ZERO_RESULTS,metadata
26.396308,-106.848974,90,,ZERO_RESULTS,metadata
26.396308,-106.848974,180,,ZERO_RESULTS,metadata
26.396308,-106.848974,270,,ZERO_RESULTS,metadata
26.396308,-105.848974,0,,ZERO_RESULTS,metadata
26.396308,-105.848974,90,,ZERO_RESULTS,metadata
26.396308,-105.848974,180,,ZERO_RESULTS,metadata
26.396308,-105.848974,270,,ZERO_RESULTS,metadata
26.396308,-104.848974,0,,ZERO_RESULTS,metadata
26.396308,-104.848974,90,,ZERO_RESULTS,metadata
26.396308,-104.848974,180,,ZERO_RESULTS,metadata
26.396308,-104.848974,270,,ZERO_RESULTS,metadata
26.396308,-103.848974,0,,ZERO_RESULTS,metadata
26.396308,-103.848974,90,,ZERO_RESULTS,metadata
26.396308,-103.848974,180,,ZERO_RESULTS,metadata
26.396308,-103.848974,270,,ZERO_RESULTS,metadata
26.396308,-102.848974,0,,ZERO_RESULTS,metadata
26.396308,-102.848974,90,,ZERO_RESULTS,metadata
26.396308,-102.848974,180,,ZERO_RESULTS,metadata
26.396308,-102.848974,270,,ZERO_RESULTS,metadata
26.396308,-101.848974,0,,ZERO_RESULTS,metadata
26.396308,-101.848974,90,,ZERO_RESULTS,metadata
26.396308,-101.848974,180,,ZERO_RESULTS,metadata
26.396308,-101.848974,270,,ZERO_RESULTS,metadata
26.396308,-100.848974,0,,ZERO_RESULTS,metadata
26.396308,-100.848974,90,,ZERO_RESULTS,metadata
26.396308,-100.848974,180,,ZERO_RESULTS,metadata
26.396308,-100.848974,270,,ZERO_RESULTS,metadata
26.396308,-99.848974,0,,ZERO_RESULTS,metadata
26.396308,-99.848974,90,,ZERO_RESULTS,metadata
26.396308,-99.848974,180,,ZERO_RESULTS,metadata
26.396308,-99.848974,270,,ZERO_RESULTS,metadata
26.39617399526584,-98.84894754002791,0,lat_26.39617399526584_lon_-98.84894754002791_hdg_0_pano.jpg,OK,pano
26.39617399526584,-98.84894754002791,90,lat_26.39617399526584_lon_-98.84894754002791_hdg_90_pano.jpg,OK,pano
26.39617399526584,-98.84894754002791,180,lat_26.39617399526584_lon_-98.84894754002791_hdg_180_pano.jpg,OK,pano
26.39617399526584,-98.84894754002791,270,lat_26.39617399526584_lon_-98.84894754002791_hdg_270_pano.jpg,OK,pano
26.396308,-97.848974,0,,ZERO_RESULTS,metadata
26.396308,-97.848974,90,,ZERO_RESULTS,metadata
26.396308,-97.848974,180,,ZERO_RESULTS,metadata
26.396308,-97.848974,270,,ZERO_RESULTS,metadata
26.396308,-96.848974,0,,ZERO_RESULTS,metadata
26.396308,-96.848974,90,,ZERO_RESULTS,metadata
26.396308,-96.848974,180,,ZERO_RESULTS,metadata
26.396308,-96.848974,270,,ZERO_RESULTS,metadata
26.396308,-95.848974,0,,ZERO_RESULTS,metadata
26.396308,-95.848974,90,,ZERO_RESULTS,metadata
26.396308,-95.848974,180,,ZERO_RESULTS,metadata
26.396308,-95.848974,270,,ZERO_RESULTS,metadata
26.396308,-94.848974,0,,ZERO_RESULTS,metadata
26.396308,-94.848974,90,,ZERO_RESULTS,metadata
26.396308,-94.848974,180,,ZERO_RESULTS,metadata
26.396308,-94.848974,270,,ZERO_RESULTS,metadata
26.396308,-93.848974,0,,ZERO_RESULTS,metadata
26.396308,-93.848974,90,,ZERO_RESULTS,metadata
26.396308,-93.848974,180,,ZERO_RESULTS,metadata
26.396308,-93.848974,270,,ZERO_RESULTS,metadata
26.396308,-92.848974,0,,ZERO_RESULTS,metadata
26.396308,-92.848974,90,,ZERO_RESULTS,metadata
26.396308,-92.848974,180,,ZERO_RESULTS,metadata
26.396308,-92.848974,270,,ZERO_RESULTS,metadata
26.396308,-91.848974,0,,ZERO_RESULTS,metadata
26.396308,-91.848974,90,,ZERO_RESULTS,metadata
26.396308,-91.848974,180,,ZERO_RESULTS,metadata
26.396308,-91.848974,270,,ZERO_RESULTS,metadata
26.396308,-90.848974,0,,ZERO_RESULTS,metadata
26.396308,-90.848974,90,,ZERO_RESULTS,metadata
26.396308,-90.848974,180,,ZERO_RESULTS,metadata
26.396308,-90.848974,270,,ZERO_RESULTS,metadata
26.396308,-89.848974,0,,ZERO_RESULTS,metadata
26.396308,-89.848974,90,,ZERO_RESULTS,metadata
26.396308,-89.848974,180,,ZERO_RESULTS,metadata
26.396308,-89.848974,270,,ZERO_RESULTS,metadata
26.396308,-88.848974,0,,ZERO_RESULTS,metadata
26.396308,-88.848974,90,,ZERO_RESULTS,metadata
26.396308,-88.848974,180,,ZERO_RESULTS,metadata
26.396308,-88.848974,270,,ZERO_RESULTS,metadata
26.396308,-87.848974,0,,ZERO_RESULTS,metadata
26.396308,-87.848974,90,,ZERO_RESULTS,metadata
26.396308,-87.848974,180,,ZERO_RESULTS,metadata
26.396308,-87.848974,270,,ZERO_RESULTS,metadata
26.396308,-86.848974,0,,ZERO_RESULTS,metadata
26.396308,-86.848974,90,,ZERO_RESULTS,metadata
26.396308,-86.848974,180,,ZERO_RESULTS,metadata
26.396308,-86.848974,270,,ZERO_RESULTS,metadata
26.396308,-85.848974,0,,ZERO_RESULTS,metadata
26.396308,-85.848974,90,,ZERO_RESULTS,metadata
26.396308,-85.848974,180,,ZERO_RESULTS,metadata
26.396308,-85.848974,270,,ZERO_RESULTS,metadata
26.396308,-84.848974,0,,ZERO_RESULTS,metadata
26.396308,-84.848974,90,,ZERO_RESULTS,metadata
26.396308,-84.848974,180,,ZERO_RESULTS,metadata
26.396308,-84.848974,270,,ZERO_RESULTS,metadata
26.396308,-83.848974,0,,ZERO_RESULTS,metadata
26.396308,-83.848974,90,,ZERO_RESULTS,metadata
26.396308,-83.848974,180,,ZERO_RESULTS,metadata
26.396308,-83.848974,270,,ZERO_RESULTS,metadata
26.396308,-82.848974,0,,ZERO_RESULTS,metadata
26.396308,-82.848974,90,,ZERO_RESULTS,metadata
26.396308,-82.848974,180,,ZERO_RESULTS,metadata
26.396308,-82.848974,270,,ZERO_RESULTS,metadata
26.396308,-81.848974,0,,ZERO_RESULTS,metadata
26.396308,-81.848974,90,,ZERO_RESULTS,metadata
26.396308,-81.848974,180,,ZERO_RESULTS,metadata
26.396308,-81.848974,270,,ZERO_RESULTS,metadata
26.396308,-80.848974,0,,ZERO_RESULTS,metadata
26.396308,-80.848974,90,,ZERO_RESULTS,metadata
26.396308,-80.848974,180,,ZERO_RESULTS,metadata
26.396308,-80.848974,270,,ZERO_RESULTS,metadata
26.396308,-79.848974,0,,ZERO_RESULTS,metadata
26.396308,-79.848974,90,,ZERO_RESULTS,metadata
26.396308,-79.848974,180,,ZERO_RESULTS,metadata
26.396308,-79.848974,270,,ZERO_RESULTS,metadata
26.396308,-78.848974,0,,ZERO_RESULTS,metadata
26.396308,-78.848974,90,,ZERO_RESULTS,metadata
26.396308,-78.848974,180,,ZERO_RESULTS,metadata
26.396308,-78.848974,270,,ZERO_RESULTS,metadata
26.396308,-77.848974,0,,ZERO_RESULTS,metadata
26.396308,-77.848974,90,,ZERO_RESULTS,metadata
26.396308,-77.848974,180,,ZERO_RESULTS,metadata
26.396308,-77.848974,270,,ZERO_RESULTS,metadata
26.396308,-76.848974,0,,ZERO_RESULTS,metadata
26.396308,-76.848974,90,,ZERO_RESULTS,metadata
26.396308,-76.848974,180,,ZERO_RESULTS,metadata
26.396308,-76.848974,270,,ZERO_RESULTS,metadata
26.396308,-75.848974,0,,ZERO_RESULTS,metadata
26.396308,-75.848974,90,,ZERO_RESULTS,metadata
26.396308,-75.848974,180,,ZERO_RESULTS,metadata
26.396308,-75.848974,270,,ZERO_RESULTS,metadata
26.396308,-74.848974,0,,ZERO_RESULTS,metadata
26.396308,-74.848974,90,,ZERO_RESULTS,metadata
26.396308,-74.848974,180,,ZERO_RESULTS,metadata
26.396308,-74.848974,270,,ZERO_RESULTS,metadata
26.396308,-73.848974,0,,ZERO_RESULTS,metadata
26.396308,-73.848974,90,,ZERO_RESULTS,metadata
26.396308,-73.848974,180,,ZERO_RESULTS,metadata
26.396308,-73.848974,270,,ZERO_RESULTS,metadata
26.396308,-72.848974,0,,ZERO_RESULTS,metadata
26.396308,-72.848974,90,,ZERO_RESULTS,metadata
26.396308,-72.848974,180,,ZERO_RESULTS,metadata
26.396308,-72.848974,270,,ZERO_RESULTS,metadata
26.396308,-71.848974,0,,ZERO_RESULTS,metadata
26.396308,-71.848974,90,,ZERO_RESULTS,metadata
26.396308,-71.848974,180,,ZERO_RESULTS,metadata
26.396308,-71.848974,270,,ZERO_RESULTS,metadata
26.396308,-70.848974,0,,ZERO_RESULTS,metadata
26.396308,-70.848974,90,,ZERO_RESULTS,metadata
26.396308,-70.848974,180,,ZERO_RESULTS,metadata
26.396308,-70.848974,270,,ZERO_RESULTS,metadata
26.396308,-69.848974,0,,ZERO_RESULTS,metadata
26.396308,-69.848974,90,,ZERO_RESULTS,metadata
26.396308,-69.848974,180,,ZERO_RESULTS,metadata
26.396308,-69.848974,270,,ZERO_RESULTS,metadata
26.396308,-68.848974,0,,ZERO_RESULTS,metadata
26.396308,-68.848974,90,,ZERO_RESULTS,metadata
26.396308,-68.848974,180,,ZERO_RESULTS,metadata
26.396308,-68.848974,270,,ZERO_RESULTS,metadata
26.396308,-67.848974,0,,ZERO_RESULTS,metadata
26.396308,-67.848974,90,,ZERO_RESULTS,metadata
26.396308,-67.848974,180,,ZERO_RESULTS,metadata
26.396308,-67.848974,270,,ZERO_RESULTS,metadata
27.396308,-124.848974,0,,ZERO_RESULTS,metadata
27.396308,-124.848974,90,,ZERO_RESULTS,metadata
27.396308,-124.848974,180,,ZERO_RESULTS,metadata
27.396308,-124.848974,270,,ZERO_RESULTS,metadata
27.396308,-123.848974,0,,ZERO_RESULTS,metadata
27.396308,-123.848974,90,,ZERO_RESULTS,metadata
27.396308,-123.848974,180,,ZERO_RESULTS,metadata
27.396308,-123.848974,270,,ZERO_RESULTS,metadata
27.396308,-122.848974,0,,ZERO_RESULTS,metadata
27.396308,-122.848974,90,,ZERO_RESULTS,metadata
27.396308,-122.848974,180,,ZERO_RESULTS,metadata
27.396308,-122.848974,270,,ZERO_RESULTS,metadata
27.396308,-121.848974,0,,ZERO_RESULTS,metadata
27.396308,-121.848974,90,,ZERO_RESULTS,metadata
27.396308,-121.848974,180,,ZERO_RESULTS,metadata
27.396308,-121.848974,270,,ZERO_RESULTS,metadata
27.396308,-120.848974,0,,ZERO_RESULTS,metadata
27.396308,-120.848974,90,,ZERO_RESULTS,metadata
27.396308,-120.848974,180,,ZERO_RESULTS,metadata
27.396308,-120.848974,270,,ZERO_RESULTS,metadata
27.396308,-119.848974,0,,ZERO_RESULTS,metadata
27.396308,-119.848974,90,,ZERO_RESULTS,metadata
27.396308,-119.848974,180,,ZERO_RESULTS,metadata
27.396308,-119.848974,270,,ZERO_RESULTS,metadata
27.396308,-118.848974,0,,ZERO_RESULTS,metadata
27.396308,-118.848974,90,,ZERO_RESULTS,metadata
27.396308,-118.848974,180,,ZERO_RESULTS,metadata
27.396308,-118.848974,270,,ZERO_RESULTS,metadata
27.396308,-117.848974,0,,ZERO_RESULTS,metadata
27.396308,-117.848974,90,,ZERO_RESULTS,metadata
27.396308,-117.848974,180,,ZERO_RESULTS,metadata
27.396308,-117.848974,270,,ZERO_RESULTS,metadata
27.396308,-116.848974,0,,ZERO_RESULTS,metadata
27.396308,-116.848974,90,,ZERO_RESULTS,metadata
27.396308,-116.848974,180,,ZERO_RESULTS,metadata
27.396308,-116.848974,270,,ZERO_RESULTS,metadata
27.396308,-115.848974,0,,ZERO_RESULTS,metadata
27.396308,-115.848974,90,,ZERO_RESULTS,metadata
27.396308,-115.848974,180,,ZERO_RESULTS,metadata
27.396308,-115.848974,270,,ZERO_RESULTS,metadata
27.396308,-114.848974,0,,ZERO_RESULTS,metadata
27.396308,-114.848974,90,,ZERO_RESULTS,metadata
27.396308,-114.848974,180,,ZERO_RESULTS,metadata
27.396308,-114.848974,270,,ZERO_RESULTS,metadata
27.396308,-113.848974,0,,ZERO_RESULTS,metadata
27.396308,-113.848974,90,,ZERO_RESULTS,metadata
27.396308,-113.848974,180,,ZERO_RESULTS,metadata
27.396308,-113.848974,270,,ZERO_RESULTS,metadata
27.396308,-112.848974,0,,ZERO_RESULTS,metadata
27.396308,-112.848974,90,,ZERO_RESULTS,metadata
27.396308,-112.848974,180,,ZERO_RESULTS,metadata
27.396308,-112.848974,270,,ZERO_RESULTS,metadata
27.396308,-111.848974,0,,ZERO_RESULTS,metadata
27.396308,-111.848974,90,,ZERO_RESULTS,metadata
27.396308,-111.848974,180,,ZERO_RESULTS,metadata
27.396308,-111.848974,270,,ZERO_RESULTS,metadata
27.396308,-110.848974,0,,ZERO_RESULTS,metadata
27.396308,-110.848974,90,,ZERO_RESULTS,metadata
27.396308,-110.848974,180,,ZERO_RESULTS,metadata
27.396308,-110.848974,270,,ZERO_RESULTS,metadata
27.396308,-109.848974,0,,ZERO_RESULTS,metadata
27.396308,-109.848974,90,,ZERO_RESULTS,metadata
27.396308,-109.848974,180,,ZERO_RESULTS,metadata
27.396308,-109.848974,270,,ZERO_RESULTS,metadata
27.396308,-108.848974,0,,ZERO_RESULTS,metadata
27.396308,-108.848974,90,,ZERO_RESULTS,metadata
27.396308,-108.848974,180,,ZERO_RESULTS,metadata
27.396308,-108.848974,270,,ZERO_RESULTS,metadata
27.396308,-107.848974,0,,ZERO_RESULTS,metadata
27.396308,-107.848974,90,,ZERO_RESULTS,metadata
27.396308,-107.848974,180,,ZERO_RESULTS,metadata
27.396308,-107.848974,270,,ZERO_RESULTS,metadata
27.396308,-106.848974,0,,ZERO_RESULTS,metadata
27.396308,-106.848974,90,,ZERO_RESULTS,metadata
27.396308,-106.848974,180,,ZERO_RESULTS,metadata
27.396308,-106.848974,270,,ZERO_RESULTS,metadata
27.396308,-105.848974,0,,ZERO_RESULTS,metadata
27.396308,-105.848974,90,,ZERO_RESULTS,metadata
27.396308,-105.848974,180,,ZERO_RESULTS,metadata
27.396308,-105.848974,270,,ZERO_RESULTS,metadata
27.396308,-104.848974,0,,ZERO_RESULTS,metadata
27.396308,-104.848974,90,,ZERO_RESULTS,metadata
27.396308,-104.848974,180,,ZERO_RESULTS,metadata
27.396308,-104.848974,270,,ZERO_RESULTS,metadata
27.396308,-103.848974,0,,ZERO_RESULTS,metadata
27.396308,-103.848974,90,,ZERO_RESULTS,metadata
27.396308,-103.848974,180,,ZERO_RESULTS,metadata
27.396308,-103.848974,270,,ZERO_RESULTS,metadata
27.396308,-102.848974,0,,ZERO_RESULTS,metadata
27.396308,-102.848974,90,,ZERO_RESULTS,metadata
27.396308,-102.848974,180,,ZERO_RESULTS,metadata
27.396308,-102.848974,270,,ZERO_RESULTS,metadata
27.396308,-101.848974,0,,ZERO_RESULTS,metadata
27.396308,-101.848974,90,,ZERO_RESULTS,metadata
27.396308,-101.848974,180,,ZERO_RESULTS,metadata
27.396308,-101.848974,270,,ZERO_RESULTS,metadata
27.396308,-100.848974,0,,ZERO_RESULTS,metadata
27.396308,-100.848974,90,,ZERO_RESULTS,metadata
27.396308,-100.848974,180,,ZERO_RESULTS,metadata
27.396308,-100.848974,270,,ZERO_RESULTS,metadata
27.396308,-99.848974,0,,ZERO_RESULTS,metadata
27.396308,-99.848974,90,,ZERO_RESULTS,metadata
27.396308,-99.848974,180,,ZERO_RESULTS,metadata
27.396308,-99.848974,270,,ZERO_RESULTS,metadata
27.396308,-98.848974,0,,ZERO_RESULTS,metadata
27.396308,-98.848974,90,,ZERO_RESULTS,metadata
27.396308,-98.848974,180,,ZERO_RESULTS,metadata
27.396308,-98.848974,270,,ZERO_RESULTS,metadata
27.39588476918599,-97.84894471137518,0,lat_27.39588476918599_lon_-97.84894471137518_hdg_0_pano.jpg,OK,pano
27.39588476918599,-97.84894471137518,90,lat_27.39588476918599_lon_-97.84894471137518_hdg_90_pano.jpg,OK,pano
27.39588476918599,-97.84894471137518,180,lat_27.39588476918599_lon_-97.84894471137518_hdg_180_pano.jpg,OK,pano
27.39588476918599,-97.84894471137518,270,lat_27.39588476918599_lon_-97.84894471137518_hdg_270_pano.jpg,OK,pano
27.396308,-96.848974,0,,ZERO_RESULTS,metadata
27.396308,-96.848974,90,,ZERO_RESULTS,metadata
27.396308,-96.848974,180,,ZERO_RESULTS,metadata
27.396308,-96.848974,270,,ZERO_RESULTS,metadata
27.396308,-95.848974,0,,ZERO_RESULTS,metadata
27.396308,-95.848974,90,,ZERO_RESULTS,metadata
27.396308,-95.848974,180,,ZERO_RESULTS,metadata
27.396308,-95.848974,270,,ZERO_RESULTS,metadata
27.396308,-94.848974,0,,ZERO_RESULTS,metadata
27.396308,-94.848974,90,,ZERO_RESULTS,metadata
27.396308,-94.848974,180,,ZERO_RESULTS,metadata
27.396308,-94.848974,270,,ZERO_RESULTS,metadata
27.396308,-93.848974,0,,ZERO_RESULTS,metadata
27.396308,-93.848974,90,,ZERO_RESULTS,metadata
27.396308,-93.848974,180,,ZERO_RESULTS,metadata
27.396308,-93.848974,270,,ZERO_RESULTS,metadata
27.396308,-92.848974,0,,ZERO_RESULTS,metadata
27.396308,-92.848974,90,,ZERO_RESULTS,metadata
27.396308,-92.848974,180,,ZERO_RESULTS,metadata
27.396308,-92.848974,270,,ZERO_RESULTS,metadata
27.396308,-91.848974,0,,ZERO_RESULTS,metadata
27.396308,-91.848974,90,,ZERO_RESULTS,metadata
27.396308,-91.848974,180,,ZERO_RESULTS,metadata
27.396308,-91.848974,270,,ZERO_RESULTS,metadata
27.396308,-90.848974,0,,ZERO_RESULTS,metadata
27.396308,-90.848974,90,,ZERO_RESULTS,metadata
27.396308,-90.848974,180,,ZERO_RESULTS,metadata
27.396308,-90.848974,270,,ZERO_RESULTS,metadata
27.396308,-89.848974,0,,ZERO_RESULTS,metadata
27.396308,-89.848974,90,,ZERO_RESULTS,metadata
27.396308,-89.848974,180,,ZERO_RESULTS,metadata
27.396308,-89.848974,270,,ZERO_RESULTS,metadata
27.396308,-88.848974,0,,ZERO_RESULTS,metadata
27.396308,-88.848974,90,,ZERO_RESULTS,metadata
27.396308,-88.848974,180,,ZERO_RESULTS,metadata
27.396308,-88.848974,270,,ZERO_RESULTS,metadata
27.396308,-87.848974,0,,ZERO_RESULTS,metadata
27.396308,-87.848974,90,,ZERO_RESULTS,metadata
27.396308,-87.848974,180,,ZERO_RESULTS,metadata
27.396308,-87.848974,270,,ZERO_RESULTS,metadata
27.396308,-86.848974,0,,ZERO_RESULTS,metadata
27.396308,-86.848974,90,,ZERO_RESULTS,metadata
27.396308,-86.848974,180,,ZERO_RESULTS,metadata
27.396308,-86.848974,270,,ZERO_RESULTS,metadata
27.396308,-85.848974,0,,ZERO_RESULTS,metadata
27.396308,-85.848974,90,,ZERO_RESULTS,metadata
27.396308,-85.848974,180,,ZERO_RESULTS,metadata
27.396308,-85.848974,270,,ZERO_RESULTS,metadata
27.396308,-84.848974,0,,ZERO_RESULTS,metadata
27.396308,-84.848974,90,,ZERO_RESULTS,metadata
27.396308,-84.848974,180,,ZERO_RESULTS,metadata
27.396308,-84.848974,270,,ZERO_RESULTS,metadata
27.396308,-83.848974,0,,ZERO_RESULTS,metadata
27.396308,-83.848974,90,,ZERO_RESULTS,metadata
27.396308,-83.848974,180,,ZERO_RESULTS,metadata
27.396308,-83.848974,270,,ZERO_RESULTS,metadata
27.396308,-82.848974,0,,ZERO_RESULTS,metadata
27.396308,-82.848974,90,,ZERO_RESULTS,metadata
27.396308,-82.848974,180,,ZERO_RESULTS,metadata
27.396308,-82.848974,270,,ZERO_RESULTS,metadata
27.396308,-81.848974,0,,ZERO_RESULTS,metadata
27.396308,-81.848974,90,,ZERO_RESULTS,metadata
27.396308,-81.848974,180,,ZERO_RESULTS,metadata
27.396308,-81.848974,270,,ZERO_RESULTS,metadata
27.396308,-80.848974,0,,ZERO_RESULTS,metadata
27.396308,-80.848974,90,,ZERO_RESULTS,metadata
27.396308,-80.848974,180,,ZERO_RESULTS,metadata
27.396308,-80.848974,270,,ZERO_RESULTS,metadata
27.396308,-79.848974,0,,ZERO_RESULTS,metadata
27.396308,-79.848974,90,,ZERO_RESULTS,metadata
27.396308,-79.848974,180,,ZERO_RESULTS,metadata
27.396308,-79.848974,270,,ZERO_RESULTS,metadata
27.396308,-78.848974,0,,ZERO_RESULTS,metadata
27.396308,-78.848974,90,,ZERO_RESULTS,metadata
27.396308,-78.848974,180,,ZERO_RESULTS,metadata
27.396308,-78.848974,270,,ZERO_RESULTS,metadata
27.396308,-77.848974,0,,ZERO_RESULTS,metadata
27.396308,-77.848974,90,,ZERO_RESULTS,metadata
27.396308,-77.848974,180,,ZERO_RESULTS,metadata
27.396308,-77.848974,270,,ZERO_RESULTS,metadata
27.396308,-76.848974,0,,ZERO_RESULTS,metadata
27.396308,-76.848974,90,,ZERO_RESULTS,metadata
27.396308,-76.848974,180,,ZERO_RESULTS,metadata
27.396308,-76.848974,270,,ZERO_RESULTS,metadata
27.396308,-75.848974,0,,ZERO_RESULTS,metadata
27.396308,-75.848974,90,,ZERO_RESULTS,metadata
27.396308,-75.848974,180,,ZERO_RESULTS,metadata
27.396308,-75.848974,270,,ZERO_RESULTS,metadata
27.396308,-74.848974,0,,ZERO_RESULTS,metadata
27.396308,-74.848974,90,,ZERO_RESULTS,metadata
27.396308,-74.848974,180,,ZERO_RESULTS,metadata
27.396308,-74.848974,270,,ZERO_RESULTS,metadata
27.396308,-73.848974,0,,ZERO_RESULTS,metadata
27.396308,-73.848974,90,,ZERO_RESULTS,metadata
27.396308,-73.848974,180,,ZERO_RESULTS,metadata
27.396308,-73.848974,270,,ZERO_RESULTS,metadata
27.396308,-72.848974,0,,ZERO_RESULTS,metadata
27.396308,-72.848974,90,,ZERO_RESULTS,metadata
27.396308,-72.848974,180,,ZERO_RESULTS,metadata
27.396308,-72.848974,270,,ZERO_RESULTS,metadata
27.396308,-71.848974,0,,ZERO_RESULTS,metadata
27.396308,-71.848974,90,,ZERO_RESULTS,metadata
27.396308,-71.848974,180,,ZERO_RESULTS,metadata
27.396308,-71.848974,270,,ZERO_RESULTS,metadata
27.396308,-70.848974,0,,ZERO_RESULTS,metadata
27.396308,-70.848974,90,,ZERO_RESULTS,metadata
